timestamp,throughput_mbps,active_users,packet_loss,future_throughput
34,83.83847088349326,6,2.6193337548395927,84.8099257926976
35,84.8099257926976,6,2.904239126055406,78.88564564487423
36,78.88564564487423,5,2.9237105739135596,80.21320510884766
37,80.21320510884766,4,2.8433567722542272,78.90840516001295
38,78.90840516001295,4,2.7211361572355828,69.72062394438504
39,69.72062394438504,3,2.4483107388469607,74.23250986316135
40,74.23250986316135,4,2.1677491386852847,74.40273837054737
41,74.40273837054737,5,2.317823015339345,70.23101766363278
42,70.23101766363278,6,2.2910963552783885,70.8959737816933
43,70.8959737816933,6,2.045601842225791,67.3036180919321
44,67.3036180919321,5,2.129575542561671,76.64020249907455
45,76.64020249907455,6,1.9470102216162324,81.50737132891001
46,81.50737132891001,6,2.1430423947616117,79.46966189254482
47,79.46966189254482,7,1.9508202661717238,85.06595048650676
48,85.06595048650676,7,2.613243707398025,76.44499206453159
49,76.44499206453159,7,2.6195468621424576,72.66484531764345
50,72.66484531764345,7,3.006397900120947,64.49254868242305
51,64.49254868242305,8,3.336477786329554,68.02286219414965
52,68.02286219414965,10,3.896295357099763,72.76852743607776
53,72.76852743607776,10,3.962471242772297,65.03663735696632
54,65.03663735696632,10,4.078970359420324,66.73873948445257
55,66.73873948445257,10,4.084552232810415,64.51026402656709
56,64.51026402656709,9,4.137394593149886,62.87748391776383
57,62.87748391776383,10,3.904887157188387,65.30256940337624
58,65.30256940337624,9,3.9371214059486994,67.50463653292505
59,67.50463653292505,9,3.895333309207609,56.35454641808962
60,56.35454641808962,9,3.9476408345452683,47.82930506524662
61,47.82930506524662,8,4.382543907038741,42.757598961131215
62,42.757598961131215,9,4.45182921207708,42.2262336423092
63,42.2262336423092,8,4.501281846033662,41.08216204520792
64,41.08216204520792,7,4.328866299018293,48.84405749792215
65,48.84405749792215,6,4.176646712766161,43.115423241475504
66,43.115423241475504,6,3.9665363357777346,54.66852684174176
67,54.66852684174176,5,3.8105987711753824,50.51247061005131
68,50.51247061005131,6,3.7667422403259025,49.53838731644719
69,49.53838731644719,6,3.6695921658077286,58.730607466417986
70,58.730607466417986,5,3.2394336655986735,55.24984128043189
71,55.24984128043189,6,3.381949151248278,56.380870554430075
72,56.380870554430075,5,3.189812984265061,67.31290424821611
73,67.31290424821611,6,2.7943160650256926,74.39857353634244
74,74.39857353634244,7,3.149661156844056,69.04237069716446
75,69.04237069716446,8,3.5808246869061113,74.32823197812179
76,74.32823197812179,8,3.6397547000061525,74.47738762300064
77,74.47738762300064,8,3.3533947399778787,74.12879499375018
78,74.12879499375018,7,3.4325787003066943,80.83307894196369
79,80.83307894196369,8,3.62864925110048,76.35072271094957
80,76.35072271094957,7,3.5015307658061583,82.03075112293718
81,82.03075112293718,6,3.613363105280987,70.96117407506704
82,70.96117407506704,6,3.762712757474424,73.0422723546511
83,73.0422723546511,6,3.292877482294273,70.20603613535327
84,70.20603613535327,6,3.0688557971249537,72.87426649272638
85,72.87426649272638,6,2.8856978902504307,72.58600876161928
86,72.58600876161928,5,3.0052591734720377,75.42607822244203
87,75.42607822244203,5,2.76384465027211,76.77213782280697
88,76.77213782280697,4,2.6477441213653585,76.51377187833035
89,76.51377187833035,4,2.093416152230325,78.11792801173267
90,78.11792801173267,4,1.9204918294679172,79.51170341110681
91,79.51170341110681,3,1.9506629656396917,83.34781756452641
92,83.34781756452641,2,1.4144673104269176,84.00113481588637
93,84.00113481588637,1,1.4674618724857915,79.02980180102006
94,79.02980180102006,2,1.6447439728217157,89.29638861236768
95,89.29638861236768,3,1.6842865618588756,89.06648810789031
96,89.06648810789031,2,1.6099209457066899,89.66845771375824
97,89.66845771375824,2,1.31351600348464,86.52538484871516
98,86.52538484871516,1,1.406348167167414,85.9424071303146
99,85.9424071303146,1,1.1214960825728046,90.42909161191459
100,90.42909161191459,1,1.030414492559874,97.29803853301541
101,97.29803853301541,2,1.1430800292161416,100.0
102,100.0,3,0.8627161260882905,96.42277744469112
103,96.42277744469112,4,0.6843267298518347,89.21977820214185
104,89.21977820214185,5,1.1136014952942541,96.30745159144988
105,96.30745159144988,4,0.8773927762274278,100.0
106,100.0,5,0.7894090861995926,99.23411831510398
107,99.23411831510398,6,1.011276887990252,100.0
108,100.0,5,1.2451495088854703,98.31533514026391
109,98.31533514026391,6,1.3400613814613251,93.2465005213474
110,93.2465005213474,6,1.4650006406851854,84.71778042334304
111,84.71778042334304,6,1.646952875837437,79.95992519538441
112,79.95992519538441,7,1.8934895561628393,75.837217696564
113,75.837217696564,8,2.307752257237775,79.53835642276572
114,79.53835642276572,9,2.771688687123838,71.20724723745315
115,71.20724723745315,10,3.1917674314029174,67.43457802857016
116,67.43457802857016,10,3.4556599804312276,67.73087052628074
117,67.73087052628074,9,3.5098829902544173,57.173827297333666
118,57.173827297333666,8,3.529699591957436,63.00856764942103
119,63.00856764942103,9,4.140655119674261,59.820890333450166
120,59.820890333450166,10,4.254648506312871,59.19062767115805
121,59.19062767115805,10,4.124005290286469,54.41383907095218
122,54.41383907095218,10,3.8436141486670645,47.076102213114744
123,47.076102213114744,10,3.930090959612792,43.27990421054413
124,43.27990421054413,10,4.500695334765246,38.51229333086469
125,38.51229333086469,9,4.347904436503693,49.960031071361186
126,49.960031071361186,8,4.331514603073841,51.099122835282735
127,51.099122835282735,8,4.821967167156883,52.72196641592329
128,52.72196641592329,7,4.168585875651357,48.44722579030271
129,48.44722579030271,7,4.020533893209598,51.53574052723828
130,51.53574052723828,7,3.8758180373590805,48.51700434404021
131,48.51700434404021,6,3.834274620238607,50.79777496866745
132,50.79777496866745,6,3.7668780517570406,51.79741198989057
133,51.79741198989057,7,3.8221990719983885,56.867770333040575
134,56.867770333040575,7,3.4163038264731918,69.16290402287811
135,69.16290402287811,7,3.5746279345724887,66.69928924036999
136,66.69928924036999,8,3.6158822418962187,63.549283652688054
137,63.549283652688054,9,3.419235428243153,65.03509726628758
138,65.03509726628758,10,3.652330759814362,68.49927143015695
139,68.49927143015695,10,4.115880163434235,74.08729007670532
140,74.08729007670532,9,4.273111026756772,72.54295864920779
141,72.54295864920779,9,4.162603582229911,69.9521953562705
142,69.9521953562705,10,4.219553711114528,69.10276984552729
143,69.10276984552729,10,4.7168757635711644,62.886296735449264
144,62.886296735449264,10,5.072709473154768,54.72674893137496
145,54.72674893137496,10,5.54731797444718,45.97021844778395
146,45.97021844778395,10,5.478776421462727,45.01033278056149
147,45.01033278056149,9,5.319797807551213,43.50435906602904
148,43.50435906602904,9,5.061781956695082,49.0686517482343
149,49.0686517482343,10,5.060570547813805,45.2579319687151
150,45.2579319687151,10,4.96308022426156,38.8213472369895
151,38.8213472369895,9,4.857368708657757,32.10547436158701
152,32.10547436158701,10,4.8337479339478415,32.83790865556792
153,32.83790865556792,9,4.9278861691804465,31.953028344860623
154,31.953028344860623,8,4.598182488283721,27.500471870354804
155,27.500471870354804,7,4.3247682525160105,40.76690092458318
156,40.76690092458318,8,4.271658288815707,37.57081334505975
157,37.57081334505975,9,4.22772120309252,44.75995415651827
158,44.75995415651827,8,3.960756071554012,37.23721022960166
159,37.23721022960166,7,3.633099184188223,43.45529421868532
160,43.45529421868532,6,3.469692116268783,38.60125924670609
161,38.60125924670609,6,3.562889371644519,44.75426743372196
162,44.75426743372196,5,3.2255056385875065,45.250464041412705
163,45.250464041412705,4,3.080500014754132,54.63780992455429
164,54.63780992455429,5,3.04846492924021,45.44961557599236
165,45.44961557599236,6,3.1039985478405923,39.565972856128056
166,39.565972856128056,6,3.293000683439852,44.11199471630006
167,44.11199471630006,7,3.2392944379190123,46.87318569147708
168,46.87318569147708,7,3.385914878903082,51.526158762123956
169,51.526158762123956,8,3.4415888885451515,48.789125594303414
170,48.789125594303414,9,3.864696097507383,55.2124584767899
171,55.2124584767899,9,3.995443664618985,64.09707860450636
172,64.09707860450636,8,4.104269412975216,57.92472397110955
173,57.92472397110955,7,4.3845303395081645,49.69676249798225
174,49.69676249798225,7,4.025697492108537,53.27796443462848
175,53.27796443462848,6,3.452383147420501,51.37902977593615
176,51.37902977593615,6,3.338226937827155,55.23051008234016
177,55.23051008234016,5,3.27878192478245,51.324266561251214
178,51.324266561251214,6,3.2588328991357534,45.44709749149317
179,45.44709749149317,7,3.2110418013493445,40.31817182515633
180,40.31817182515633,6,3.522993568206578,50.10001421965323
181,50.10001421965323,7,3.4568377312293004,54.39056024177569
182,54.39056024177569,8,3.5202211411817053,53.54369257514922
183,53.54369257514922,9,3.9734306356262845,56.62520947440384
184,56.62520947440384,9,4.225635069991088,57.41695890422584
185,57.41695890422584,9,4.366431699819389,57.91610818942385
186,57.91610818942385,10,4.437245546695503,50.24502646141937
187,50.24502646141937,10,4.775610324863431,48.84658954926752
188,48.84658954926752,10,4.888501785995791,62.12423486482161
189,62.12423486482161,9,4.602304453951206,61.07233764221078
190,61.07233764221078,10,4.7454065762867925,55.37404069990597
191,55.37404069990597,9,4.749735314203286,50.6161097202428
192,50.6161097202428,9,4.695811929304856,47.12775889062005
193,47.12775889062005,10,5.001283733562176,53.92932471484302
194,53.92932471484302,9,4.770952798035736,44.29872794586982
195,44.29872794586982,9,5.032676667574732,40.708799299897066
196,40.708799299897066,10,4.842410944762946,39.37036676762385
197,39.37036676762385,9,4.72491483214709,48.02084802765192
198,48.02084802765192,10,4.737134096872571,44.959084484475866
199,44.959084484475866,9,4.670287364017392,48.43716920685079
200,48.43716920685079,8,5.027289919196093,50.091256869081924
201,50.091256869081924,8,4.924886505954227,44.50950408566541
202,44.50950408566541,9,4.605195163360957,49.971879667527546
203,49.971879667527546,10,4.54311398342281,45.51053613526867
204,45.51053613526867,10,4.458816949319692,36.73378570147876
205,36.73378570147876,10,4.624226637600735,39.677568092345496
206,39.677568092345496,9,4.439721861172897,35.37920421082721
207,35.37920421082721,8,4.461991038033499,41.081520288512856
208,41.081520288512856,7,4.475687514513965,49.671138980590094
209,49.671138980590094,7,4.3624326951849985,47.3185614099543
210,47.3185614099543,8,4.195117039923308,43.240548673141454
211,43.240548673141454,7,4.257797796894363,39.79230570638318
212,39.79230570638318,7,4.087287562799809,41.68759793891134
213,41.68759793891134,7,3.975579014826811,38.388436366888094
214,38.388436366888094,8,3.8614851524475355,44.961655610635034
215,44.961655610635034,8,4.18821487106151,49.656802942665294
216,49.656802942665294,8,4.084588949822514,58.48638226941769
217,58.48638226941769,9,4.078384436947906,58.0070146689898
218,58.0070146689898,10,4.4580873651657384,51.39621218656066
219,51.39621218656066,10,4.970550284869014,60.71713462917772
220,60.71713462917772,9,4.785046763179727,60.07077359946459
221,60.07077359946459,8,4.645827865065723,60.690489108703986
222,60.690489108703986,7,4.678771056991021,56.77879279084094
223,56.77879279084094,6,4.274279176005261,52.36237824692345
224,52.36237824692345,7,4.1898344201070685,58.91388561769895
225,58.91388561769895,8,3.908716861252205,55.83731295882241
226,55.83731295882241,7,3.97148150505978,50.76660872155248
227,50.76660872155248,8,4.079952242660934,48.91036702939053
228,48.91036702939053,8,4.351985237218641,57.52255723845533
229,57.52255723845533,8,4.370519226908305,61.61710287771717
230,61.61710287771717,7,4.395565828862916,66.91171051105563
231,66.91171051105563,7,4.282151737116296,72.39307346086639
232,72.39307346086639,7,4.210812902050029,69.36093181537416
233,69.36093181537416,6,3.903979079182782,63.36845092704245
234,63.36845092704245,6,4.079508281431299,72.226702675667
235,72.226702675667,5,3.6693849906844997,68.70973304500224
236,68.70973304500224,6,3.663676564801002,71.65231087248253
237,71.65231087248253,7,3.673054847366519,74.83391758560744
238,74.83391758560744,6,3.610029023631569,84.24926589197192
239,84.24926589197192,6,3.420940790166417,85.87313750092976
240,85.87313750092976,7,3.476272553071614,78.70394264722658
241,78.70394264722658,6,3.7181477027411245,89.07283195381207
242,89.07283195381207,7,3.589710445793,85.30561869091143
243,85.30561869091143,6,3.5955056662039815,88.99746517995204
244,88.99746517995204,7,3.176922264271284,81.5403184720308
245,81.5403184720308,8,3.2900625039323583,82.76153418718947
246,82.76153418718947,8,3.377100504111003,90.15212065335166
247,90.15212065335166,8,3.1893190310097084,89.53051348400083
248,89.53051348400083,7,3.5795559033853546,86.16933264469849
249,86.16933264469849,8,3.9589527926534633,88.08363828617449
250,88.08363828617449,9,4.344824774409532,81.83245618322366
251,81.83245618322366,9,4.440619845048816,88.66853008358575
252,88.66853008358575,8,4.182991177421091,87.065561640037
253,87.065561640037,8,3.8813776477496638,76.74735428865972
254,76.74735428865972,8,3.886349028295197,79.29111744175367
255,79.29111744175367,9,4.024443600848209,80.71574199120897
256,80.71574199120897,9,3.8905193958714914,85.05549198323557
257,85.05549198323557,8,4.081831318694201,75.35832531865603
258,75.35832531865603,7,4.323693812327886,71.72358149427278
259,71.72358149427278,8,4.244634797979496,70.0789797635696
260,70.0789797635696,9,4.200171809204756,73.3885444065864
261,73.3885444065864,10,4.2423847401224455,76.76736011240976
262,76.76736011240976,10,4.351280724764492,72.53835980775813
263,72.53835980775813,10,4.566598715249671,73.30548879190685
264,73.30548879190685,10,4.44529778677463,69.29333046922298
265,69.29333046922298,10,4.412080145632418,73.82215133855325
266,73.82215133855325,10,4.346232155466727,82.89011880062618
267,82.89011880062618,9,4.451664962756093,78.27416798441658
268,78.27416798441658,10,4.79873803131695,70.77479280965096
269,70.77479280965096,9,4.368802353474507,66.04849287472081
270,66.04849287472081,9,4.344565874086716,68.1174199919751
271,68.1174199919751,8,4.520290720354705,65.8165586931835
272,65.8165586931835,8,4.337947472946417,65.50636257412692
273,65.50636257412692,10,4.73798102164667,59.556341412894824
274,59.556341412894824,10,4.359706794596593,56.28756914573606
275,56.28756914573606,10,4.816168467704549,63.741849599848095
276,63.741849599848095,10,4.859540182756799,59.686982661714744
277,59.686982661714744,10,5.2125085579254815,61.80347536753352
278,61.80347536753352,10,5.422370928927207,62.48799651584161
279,62.48799651584161,10,5.300117405584871,66.09051420807506
280,66.09051420807506,10,5.709503421142443,64.11477170037878
281,64.11477170037878,10,5.61845257774094,52.58425002590046
282,52.58425002590046,10,5.449835432193347,47.649629960012774
283,47.649629960012774,10,5.243621311138112,51.06055815250507
284,51.06055815250507,9,5.079868215548487,50.47328515256487
285,50.47328515256487,9,5.473104239119685,43.13489802675627
286,43.13489802675627,9,5.628398739933136,43.76680387313683
287,43.76680387313683,8,5.4412588571453515,47.31162526852778
288,47.31162526852778,9,5.09660355833476,42.031107293624075
289,42.031107293624075,10,5.061231037426299,41.81316533283574
290,41.81316533283574,9,4.919584429615342,45.94975763902851
291,45.94975763902851,9,4.726248484214854,44.64236965474343
292,44.64236965474343,8,4.426537982306589,47.90373567810988
293,47.90373567810988,9,4.519222503051251,43.87499887816271
294,43.87499887816271,9,4.474661930420529,45.214529311812505
295,45.214529311812505,10,4.37524246842727,48.11457985344267
296,48.11457985344267,10,4.37981653250157,36.50898869004105
297,36.50898869004105,10,4.269332574628993,29.88870503693317
298,29.88870503693317,10,4.149537399255332,36.17049623744652
299,36.17049623744652,10,4.121491441676725,40.59094903527517
300,40.59094903527517,10,4.235837074767106,38.19095877239001
301,38.19095877239001,10,4.281887839550325,34.570161330649256
302,34.570161330649256,10,4.581525907583576,37.26221043619985
303,37.26221043619985,10,4.7502564945218015,31.563791613320788
304,31.563791613320788,9,4.891545658976359,27.255060257239688
305,27.255060257239688,8,4.72524232833149,36.70359619096245
306,36.70359619096245,9,4.453903258534706,37.749355621391246
307,37.749355621391246,10,4.164336439574158,40.36857239401968
308,40.36857239401968,10,4.467600739565636,45.46754986495571
309,45.46754986495571,10,4.440462500923899,43.56605614172724
310,43.56605614172724,9,4.476415127425962,48.33417983218032
311,48.33417983218032,8,4.874107629112307,49.57292791852066
312,49.57292791852066,8,4.676161680298355,56.12717883497461
313,56.12717883497461,8,4.5522593292181055,58.45168498334634
314,58.45168498334634,7,4.468331723331339,52.216105877555776
315,52.216105877555776,8,4.2369320276724824,40.05700609406012
316,40.05700609406012,9,4.465966578586162,40.569693970598166
317,40.569693970598166,8,4.250092730160742,37.1583468656063
318,37.1583468656063,7,4.282561233980426,48.70482772147312
319,48.70482772147312,8,4.139542534844537,44.33517987452309
320,44.33517987452309,7,4.5515768559595315,38.94681216645209
321,38.94681216645209,6,4.125959404622281,47.48141968605152
322,47.48141968605152,6,4.059570938406052,49.78643302400251
323,49.78643302400251,5,3.5488355041164032,43.614424017389275
324,43.614424017389275,6,3.431050700761812,31.560386492257656
325,31.560386492257656,7,3.269876484594226,41.454923426889245
326,41.454923426889245,6,3.249231753388084,47.09310425382987
327,47.09310425382987,5,2.6130426884580378,38.67336438182289
328,38.67336438182289,5,2.6241131892614793,47.22672592730739
329,47.22672592730739,4,2.657901827540669,46.174913665781965
330,46.174913665781965,5,2.8860837270019455,46.52151119072774
331,46.52151119072774,6,2.786689003287839,53.64140674302715
332,53.64140674302715,6,2.9731418647632846,44.79230190309915
333,44.79230190309915,5,2.706236751339279,42.36926880675602
334,42.36926880675602,4,2.5727077891168295,50.87682453979608
335,50.87682453979608,5,2.343440430093041,56.90905824809944
336,56.90905824809944,5,1.9814810261992326,51.554733542312526
337,51.554733542312526,5,2.127298827751079,52.131195246800424
338,52.131195246800424,6,2.4844391062557234,47.39103439070859
339,47.39103439070859,5,2.9133405961536987,43.62313626729467
340,43.62313626729467,5,2.9776480341329226,47.507818892158404
341,47.507818892158404,6,2.8164258735127925,50.78960453238861
342,50.78960453238861,5,2.6166745728387353,58.68301000450755
343,58.68301000450755,4,2.6540288207441045,56.99936842129352
344,56.99936842129352,5,2.7479328279756112,59.0581455041614
345,59.0581455041614,4,2.548252654582107,58.59285550563337
346,58.59285550563337,3,2.4606509987866345,52.70755708222219
347,52.70755708222219,3,2.602501699899589,56.50435502186213
348,56.50435502186213,4,2.779350787079626,59.987677502173796
349,59.987677502173796,4,2.333509316567519,58.33975655907659
350,58.33975655907659,5,1.6964853498730796,63.88843590520011
351,63.88843590520011,5,1.5174184399377346,68.12057219044344
352,68.12057219044344,9,1.9993351909519987,58.20589632999125
353,58.20589632999125,8,2.4247579573262916,65.5502804353429
354,65.5502804353429,9,2.70650226960633,68.68964736041877
355,68.68964736041877,10,3.3883822263581362,66.4009299499181
356,66.4009299499181,10,3.972017273439379,61.24745411710313
357,61.24745411710313,9,4.0610776815829635,60.60455475945658
358,60.60455475945658,10,4.425305301759732,55.54641185105916
359,55.54641185105916,10,4.470321804052225,56.63956783295951
360,56.63956783295951,10,4.751400615721976,33.01183687435901
361,33.01183687435901,10,4.829297741959822,37.84023177014183
362,37.84023177014183,9,4.5032578422650325,28.892202707768178
363,28.892202707768178,8,4.180323671385139,18.788168574205564
364,18.788168574205564,8,4.112077955498274,18.54222461430071
365,18.54222461430071,8,4.034816692987714,24.485192531372324
366,24.485192531372324,7,3.7493621865187907,21.614916355728504
367,21.614916355728504,7,3.63872357961779,20.881958431450858
368,20.881958431450858,6,3.477128686882971,22.7717955441046
369,22.7717955441046,7,2.9968548974517883,22.21081653204051
370,22.21081653204051,8,3.0192573162411334,29.22016541727706
371,29.22016541727706,9,3.4128778136309834,28.13723380677059
372,28.13723380677059,9,3.743713354382407,36.56110854642303
373,36.56110854642303,8,3.6303470712363097,34.98689922565317
374,34.98689922565317,8,3.7166136269586425,41.60159202657122
375,41.60159202657122,7,4.108038576260562,37.15120377023516
376,37.15120377023516,7,3.974834071522003,48.59566134036036
377,48.59566134036036,8,3.8377152365077665,41.105582779321246
378,41.105582779321246,8,3.8583958272256687,37.83457335970832
379,37.83457335970832,9,4.303274112604954,33.112017685483856
380,33.112017685483856,9,4.175155474217685,31.820475625339192
381,31.820475625339192,8,4.31674633480358,32.3991391515155
382,32.3991391515155,7,4.394930157794113,35.16403679729853
383,35.16403679729853,8,3.9497904365563175,44.24754688894225
384,44.24754688894225,7,3.9671810738475464,43.60282984305821
385,43.60282984305821,7,4.070259551803593,40.07081173519232
386,40.07081173519232,8,4.001825241228187,35.464216605711385
387,35.464216605711385,7,4.172675822343892,29.375474631498204
388,29.375474631498204,8,4.366617686669938,32.39379889921227
389,32.39379889921227,7,3.980815443706575,34.28078494484365
390,34.28078494484365,7,3.9573615431027322,40.384156288543046
391,40.384156288543046,6,3.661089919791115,41.032386573954994
392,41.032386573954994,7,3.6897105197435764,47.07927859583803
393,47.07927859583803,6,3.5186886121661587,43.94583539572796
394,43.94583539572796,5,3.3375084622587456,42.37037776211548
395,42.37037776211548,5,3.0569498145271803,53.69067811006575
396,53.69067811006575,4,2.6027743754912316,42.55894013825081
397,42.55894013825081,3,2.4629655184603076,45.62681568438505
398,45.62681568438505,4,2.4298343439044148,46.776358280134254
399,46.776358280134254,3,2.418126934614981,53.58947788387036
400,53.58947788387036,3,2.0989525535870146,50.77024011153264
401,50.77024011153264,2,2.006106336581966,53.05283133114379
402,53.05283133114379,2,1.57715148157139,59.60593156862826
403,59.60593156862826,1,1.4123085481101283,61.5220063529177
404,61.5220063529177,1,1.169253947507717,65.76530516548979
405,65.76530516548979,1,1.1831652541836744,67.23317914077317
406,67.23317914077317,1,1.263728626581946,65.71248736320103
407,65.71248736320103,2,1.1349076904216389,73.50118797513953
408,73.50118797513953,1,0.947290195770456,70.92031710668326
409,70.92031710668326,2,1.088954236266943,76.0301696628495
410,76.0301696628495,3,1.350990531751053,74.95643342297765
411,74.95643342297765,4,1.7285188350090668,85.54391950117905
412,85.54391950117905,4,1.6459114255638596,86.25655609811108
413,86.25655609811108,3,1.6697602459108651,84.6241168762596
414,84.6241168762596,2,1.584017892150325,88.88211913475499
415,88.88211913475499,3,1.5397246107947218,86.74207140896516
416,86.74207140896516,2,1.5802051868501559,85.78822026061873
417,85.78822026061873,2,1.422637938883649,81.59178852182198
418,81.59178852182198,1,1.2770318421543678,74.63844243621301
419,74.63844243621301,1,1.0357650288200424,73.59962701612585
420,73.59962701612585,1,0.8272899217161104,73.41570866573818
421,73.41570866573818,1,0.6999901219629157,78.85125219682004
422,78.85125219682004,1,0.3914112179164108,83.87962911227518
423,83.87962911227518,1,0.4338378020610073,82.80731284750567
424,82.80731284750567,1,0.46969708918480013,85.53119473089014
425,85.53119473089014,1,0.11512973609665106,83.00009812480417
426,83.00009812480417,1,0.37111145169254395,87.25729309406178
427,87.25729309406178,1,0.5606152937100148,89.95178087121786
428,89.95178087121786,1,0.48711600523053733,85.18575347909706
429,85.18575347909706,1,0.7165889082012936,83.55729610476496
430,83.55729610476496,1,0.955457602510289,82.87762698235025
431,82.87762698235025,1,0.9546926223381504,83.5055113899454
432,83.5055113899454,1,0.714797256525215,84.52018037133834
433,84.52018037133834,1,0.831488619505261,90.73350131706297
434,90.73350131706297,1,0.5919559259613086,91.07455785983481
435,91.07455785983481,1,0.4258385783638331,91.02416057956012
436,91.02416057956012,1,0.7273553466561001,91.22831473417935
437,91.22831473417935,2,0.7662301445641972,93.14717324627908
438,93.14717324627908,3,0.7070571791857826,96.909119443056
439,96.909119443056,3,0.5831120597144206,92.43545949459701
440,92.43545949459701,4,0.9081607069633924,95.94282182855979
441,95.94282182855979,4,0.9646078615863846,92.31889728161241
442,92.31889728161241,3,1.1553237049626575,91.9854285724662
443,91.9854285724662,3,0.8635026796144903,86.32262416290769
444,86.32262416290769,2,0.6001691144407367,88.29433533573417
445,88.29433533573417,2,0.6586748627517436,89.93583780661363
446,89.93583780661363,1,0.26581879562004157,83.21528369714672
447,83.21528369714672,2,0.1999746351818431,89.83329597840255
448,89.83329597840255,3,0.4770504319230363,81.0583256493392
449,81.0583256493392,4,0.8465203398960113,79.49786801637644
450,79.49786801637644,5,1.3893448580140422,80.72806863665208
451,80.72806863665208,6,1.618413795055223,82.7816213856031
452,82.7816213856031,5,2.1071123209974,84.07998704628946
453,84.07998704628946,5,2.1133372430305575,81.41351103343301
454,81.41351103343301,4,2.0831984261760583,87.82781541090196
455,87.82781541090196,4,1.7769474665327087,89.91741874085375
456,89.91741874085375,3,1.4900939758292704,87.65235656184763
457,87.65235656184763,2,1.381096380540159,85.18073808908856
458,85.18073808908856,3,1.481244916600324,75.2203232181074
459,75.2203232181074,2,1.5037072777364315,76.48805696933168
460,76.48805696933168,2,1.5607926272184809,85.81629207382348
461,85.81629207382348,2,1.3429783070943888,82.73330233390087
462,82.73330233390087,3,1.5457060666006466,88.19809192176251
463,88.19809192176251,8,2.175985424462172,85.22567822967595
464,85.22567822967595,9,2.7034121055191904,85.00332333320526
465,85.00332333320526,9,2.927694029420476,89.14600803238127
466,89.14600803238127,10,3.718242252816912,85.09993488053121
467,85.09993488053121,10,3.938751707328452,85.47528983218366
468,85.47528983218366,10,4.2782599995504835,86.86242017988857
469,86.86242017988857,10,4.588502968026737,85.89180086620793
470,85.89180086620793,9,4.811327834630923,79.76266515789263
471,79.76266515789263,8,4.650655124234205,53.80625798196395
472,53.80625798196395,8,4.778378071930492,54.17546916603968
473,54.17546916603968,8,4.717974011415638,51.557509802640105
474,51.557509802640105,8,4.885798917257352,48.479881596646834
475,48.479881596646834,7,4.483401127361569,45.391395482076334
476,45.391395482076334,7,4.511838456097324,45.314158612992614
477,45.314158612992614,8,4.451000631958678,46.41376469215172
478,46.41376469215172,8,4.333326147887063,49.81076010476454
479,49.81076010476454,7,4.18233065210217,53.93979513441709
480,53.93979513441709,8,4.227959690460628,54.64666481682705
481,54.64666481682705,7,3.8712903489500046,55.41307613524782
482,55.41307613524782,6,3.5030314856581954,51.481514594130395
483,51.481514594130395,7,3.39231781862824,56.89813603696867
484,56.89813603696867,6,3.6043477617967414,56.92591130843927
485,56.92591130843927,5,3.591300566921447,55.09634739599766
486,55.09634739599766,4,3.2401571654448813,51.54778866967829
487,51.54778866967829,4,3.3017256831407087,60.72874731579302
488,60.72874731579302,4,3.1448199134203696,57.66405039800957
489,57.66405039800957,5,2.9701359476682923,67.37793673784493
490,67.37793673784493,4,2.7210067000409537,68.03292509965051
