experiment,active_users,step,eMBB_prediction,URLLC_prediction,mMTC_prediction,eMBB_pressure,URLLC_pressure,mMTC_pressure,eMBB_PRBs,URLLC_PRBs,mMTC_PRBs
4UE,4,48,6.431014,2.073156,590.7184,0.3676739499999999,0.618289,0.7329125714285714,26,44,30
4UE,4,49,6.876654,2.1179564,590.98,0.33425095000000005,0.6294891,0.7331928571428572,25,45,30
4UE,4,50,6.689953,2.1355274,587.5821,0.34825352500000006,0.63388185,0.72955225,26,44,30
4UE,4,51,6.6570096,2.1043646,577.1205,0.35072428,0.6260911499999999,0.7183433928571429,26,44,30
4UE,4,52,6.6666675,2.0895357,582.08093,0.3499999375,0.622383925,0.7236581392857142,26,44,30
4UE,4,53,6.657165,2.0413568,575.716,0.350712625,0.6103392,0.7168385714285714,26,44,30
4UE,4,54,6.6697254,2.094945,579.8903,0.3497705950000001,0.62373625,0.7213110357142857,26,44,30
4UE,4,55,7.1239147,2.0654154,586.8898,0.31570639749999996,0.61635385,0.7288105,25,45,30
4UE,4,56,7.2569637,2.0498962,590.83984,0.3057277225,0.61247405,0.7330426857142857,25,45,30
4UE,4,57,7.3508897,2.054548,588.85486,0.29868327250000004,0.613637,0.7309159214285715,25,45,30
4UE,4,58,7.655909,2.042493,590.5695,0.275806825,0.61062325,0.7327530357142856,25,44,31
4UE,4,59,7.2119703,2.020975,588.6806,0.3091022275,0.60524375,0.7307292142857142,25,45,30
4UE,4,60,7.1881995,2.0485609,592.574,0.3108850375,0.612140225,0.7349007142857142,25,45,30
4UE,4,61,7.2685146,2.0303319,589.042,0.30486140500000003,0.607582975,0.7311164285714286,25,45,30
4UE,4,62,7.4522076,2.0642443,583.09375,0.29108442999999995,0.616061075,0.7247433035714286,25,45,30
4UE,4,63,7.5162625,2.0412445,575.9398,0.2862803125000001,0.610311125,0.7170783571428571,25,45,30
4UE,4,64,7.2850866,2.035867,584.9132,0.3036185050000001,0.60896675,0.7266927142857141,25,45,30
4UE,4,65,7.3352933,2.0679457,587.2993,0.2998530025,0.616986425,0.72924925,25,45,30
4UE,4,66,7.3588014,2.0481222,585.04584,0.298089895,0.61203055,0.7268348285714286,25,45,30
4UE,4,67,7.4310665,1.9158732,589.08405,0.2926700125,0.5789683,0.7311614821428571,25,44,31
4UE,4,68,7.236529,1.930234,598.2261,0.307260325,0.5825585,0.7409565357142857,25,44,31
4UE,4,69,6.978816,1.8265222,591.45636,0.3265888,0.55663055,0.7337032428571428,26,43,31
4UE,4,70,6.982306,1.8578415,592.6925,0.32632704999999995,0.564460375,0.7350276785714286,26,43,31
4UE,4,71,6.7561393,2.0244932,588.25385,0.3432895525,0.6061233,0.7302719821428572,26,44,30
4UE,4,72,6.9999204,2.013591,587.29224,0.3250059700000001,0.60339775,0.7292416857142857,25,45,30
4UE,4,73,6.7929873,1.6016384,588.6173,0.34052595250000006,0.5004096,0.7306613928571428,26,43,31
4UE,4,74,6.6269183,1.6790303,594.1006,0.3529811275,0.519757575,0.7365363571428571,26,43,31
4UE,4,75,7.1080656,1.6624458,591.5368,0.31689508,0.51561145,0.7337894285714285,26,43,31
4UE,4,76,6.891982,1.7645876,579.4626,0.33310135,0.5411469,0.7208527857142856,26,43,31
4UE,4,77,6.723011,1.7813854,577.87134,0.345774175,0.54534635,0.7191478642857143,26,43,31
4UE,4,78,6.82434,1.8362424,579.96844,0.33817450000000004,0.5590606,0.7213947571428572,26,43,31
4UE,4,79,6.9930835,1.757621,580.9198,0.3255187375,0.5394052500000001,0.7224140714285714,26,43,31
4UE,4,80,6.600052,2.051051,586.03766,0.35499610000000004,0.61276275,0.7278974928571428,26,44,30
4UE,4,81,6.5375485,1.8508228,584.32587,0.35968386249999995,0.5627057,0.7260634321428571,26,44,30
4UE,4,82,6.560668,1.9853367,585.9991,0.35794990000000004,0.596334175,0.7278561785714285,26,44,30
4UE,4,83,6.7697783,2.287211,591.1226,0.34226662750000003,0.67180275,0.7333456428571429,25,45,30
4UE,4,84,6.4590297,2.1817663,587.50195,0.3655727725,0.645441575,0.729466375,26,44,30
4UE,4,85,6.8601613,2.0925064,585.2364,0.33548790250000005,0.6231266,0.727039,26,44,30
4UE,4,86,6.311986,1.9071069,587.79443,0.37660105,0.576776725,0.7297797464285715,26,44,30
4UE,4,87,6.6550946,1.9495715,588.673,0.350867905,0.587392875,0.7307210714285713,26,44,30
4UE,4,88,6.4283285,1.9650462,583.40424,0.36787536249999997,0.59126155,0.7250759714285714,26,44,30
4UE,4,89,6.170627,2.324645,590.0243,0.387202975,0.6811612499999999,0.7321688928571429,26,44,30
4UE,4,90,6.4100304,1.9163414,590.11786,0.36924772000000006,0.5790853499999999,0.7322691357142856,26,44,30
4UE,4,91,6.243244,1.9794874,584.9698,0.38175669999999995,0.59487185,0.7267533571428572,26,44,30
4UE,4,92,6.068037,1.640533,588.8663,0.3948972249999999,0.51013325,0.7309281785714286,27,42,31
4UE,4,93,5.837117,1.9713402,588.6882,0.412216225,0.5928350499999999,0.7307373571428571,27,43,30
4UE,4,94,5.2334332,2.2007852,590.12885,0.4574925099999999,0.6501963,0.7322809107142857,27,44,29
4UE,4,95,4.9744477,2.1350946,588.2213,0.4769164225,0.63377365,0.7302371071428572,27,44,29
4UE,4,96,4.735738,2.3356588,589.9528,0.49481965000000006,0.6839147,0.7320922857142858,27,44,29
4UE,4,97,4.863644,2.0445747,585.0099,0.4852267,0.611143675,0.7267963214285714,27,44,29
4UE,4,98,5.4367323,1.9181564,581.0901,0.4422450775,0.5795391,0.7225965357142857,27,43,30
4UE,4,99,5.091777,1.9349476,586.5519,0.4681167249999999,0.5837369,0.7284484642857143,27,43,30
4UE,4,100,5.1342783,1.9807049,585.0303,0.46492912749999993,0.595176225,0.7268181785714286,27,43,30
4UE,4,101,4.6905146,2.0034735,581.1703,0.49821140500000005,0.600868375,0.7226824642857143,28,43,29
4UE,4,102,4.4657016,2.0677602,580.7117,0.51507238,0.61694005,0.7221911071428571,28,43,29
4UE,4,103,4.5379815,2.0711894,575.17194,0.5096513874999999,0.61779735,0.7162556499999999,28,43,29
4UE,4,104,4.0035253,2.0318255,577.6723,0.5497356025000001,0.607956375,0.7189346071428571,28,43,29
4UE,4,105,4.151932,2.0610266,589.61383,0.5386051,0.61525665,0.7317291035714286,28,43,29
4UE,4,106,4.218043,2.0736837,592.5575,0.533646775,0.618420925,0.7348830357142857,28,43,29
4UE,4,107,3.8596525,2.0938141,594.8208,0.5605260624999999,0.623453525,0.737308,28,43,29
4UE,4,108,4.307703,2.0192974,595.44836,0.526922275,0.60482435,0.7379803857142857,28,43,29
4UE,4,109,4.274844,2.071338,593.44293,0.5293867,0.6178345,0.7358317107142858,28,43,29
4UE,4,110,4.2586107,1.8207906,588.3887,0.5306041975,0.55519765,0.7304164642857143,28,42,30
4UE,4,111,4.337083,2.044427,588.3254,0.5247187750000001,0.61110675,0.7303486428571427,28,43,29
4UE,4,112,4.614033,2.0211253,587.54346,0.5039475250000001,0.605281325,0.7295108499999999,28,43,29
4UE,4,113,4.3163843,2.066195,583.2528,0.5262711775,0.61654875,0.7249137142857143,28,43,29
4UE,4,114,4.3992085,2.0506501,577.00903,0.5200593625,0.612662525,0.7182239607142857,28,43,29
4UE,4,115,4.563997,1.9786488,576.3945,0.507700225,0.5946621999999999,0.7175655357142857,28,43,29
4UE,4,116,4.465773,1.9389282,570.6961,0.5150670249999999,0.5847320500000001,0.7114601071428571,28,43,29
4UE,4,117,4.2450805,2.0428753,578.554,0.5316189625,0.610718825,0.7198792857142857,28,43,29
4UE,4,118,4.40997,2.0663054,587.7227,0.51925225,0.61657635,0.7297028928571428,28,43,29
4UE,4,119,4.000062,1.7611943,592.9796,0.54999535,0.540298575,0.7353352857142856,29,41,30
4UE,4,120,4.0431633,2.0351129,594.89606,0.5467627525,0.608778225,0.7373886357142857,28,43,29
4UE,4,121,4.157942,1.8432794,598.4418,0.53815435,0.56081985,0.7411876428571428,28,42,30
4UE,4,122,4.2933345,1.901185,592.5707,0.5279999125,0.57529625,0.7348971785714286,28,42,30
4UE,4,123,3.9862132,1.7071886,591.7649,0.5510340100000001,0.52679715,0.7340338214285714,29,41,30
4UE,4,124,4.019927,1.9154935,588.8366,0.548505475,0.578873375,0.7308963571428571,28,43,29
4UE,4,125,4.413521,1.8686662,582.6116,0.518985925,0.56716655,0.7242267142857143,28,42,30
4UE,4,126,4.123386,1.7848227,574.1578,0.54074605,0.546205675,0.7151690714285713,28,42,30
4UE,4,127,4.2307024,1.6097356,578.972,0.5326973199999999,0.5024339,0.7203271428571428,29,41,30
4UE,4,128,4.252504,1.4651729,577.1171,0.5310621999999999,0.46629322500000003,0.71833975,29,41,30
4UE,4,129,4.3914065,1.5297298,582.3707,0.5206445125,0.48243245,0.7239686071428572,29,41,30
4UE,4,130,4.213698,1.42112,589.74646,0.5339726499999999,0.45528,0.731871207142857,29,41,30
4UE,4,131,4.763826,1.4510428,592.6251,0.49271305,0.4627607,0.7349554642857142,28,41,31
4UE,4,132,5.0533004,1.1519754,593.4833,0.47100246999999995,0.38799385,0.7358749642857143,29,40,31
4UE,4,133,4.492872,1.4536706,594.39087,0.5130346,0.46341765,0.7368473607142857,29,40,31
4UE,4,134,5.938257,1.0910951,592.94666,0.40463072499999997,0.372773775,0.7352999928571428,28,40,32
4UE,4,135,6.379944,0.9365488,587.3441,0.37150420000000006,0.3341372,0.72929725,28,39,33
4UE,4,136,6.0134306,1.0017756,585.04675,0.39899270499999995,0.35044390000000003,0.7268358035714285,28,40,32
4UE,4,137,5.8647556,0.97329324,580.9539,0.41014333000000003,0.34332331,0.7224506071428571,28,40,32
4UE,4,138,5.6759467,1.0327488,581.933,0.42430399750000003,0.35818720000000004,0.7234996428571429,28,40,32
4UE,4,139,5.317149,0.95058185,575.65894,0.45121382499999996,0.3376454625,0.7167774357142858,29,39,32
4UE,4,140,5.0313706,1.0128807,578.85004,0.472647205,0.353220175,0.7201964714285715,29,39,32
4UE,4,141,5.0191946,1.2414186,582.7939,0.47356040499999996,0.41035465000000004,0.7244220357142857,29,40,31
4UE,4,142,4.7176185,1.2408034,589.4757,0.49617861249999995,0.41020084999999995,0.7315811071428571,29,40,31
4UE,4,143,4.7601438,1.1925023,590.17664,0.49298921500000004,0.398125575,0.7323321142857143,29,40,31
4UE,4,144,5.2964706,1.2863982,596.3237,0.452764705,0.42159955000000005,0.73891825,28,41,31
4UE,4,145,5.360291,1.8250291,595.3564,0.4479781749999999,0.556257275,0.7378818571428571,27,43,30
4UE,4,146,4.903275,2.0058088,596.95044,0.482254375,0.6014522,0.7395897571428571,27,43,30
4UE,4,147,4.7001133,1.8618337,591.534,0.49749150250000007,0.565458425,0.7337864285714285,28,42,30
4UE,4,148,5.3388033,2.0594907,584.2157,0.4495897525,0.614872675,0.7259453928571428,27,43,30
4UE,4,149,5.2081213,1.8194548,579.655,0.4593909024999999,0.5548637,0.7210589285714285,27,43,30
4UE,4,150,5.2510133,2.024788,583.0565,0.45617400249999995,0.606197,0.7247033928571428,27,43,30
4UE,4,151,5.0175824,1.9805005,579.0828,0.47368131999999996,0.595125125,0.7204458571428571,27,43,30
4UE,4,152,4.6109138,2.120414,580.8671,0.504181465,0.6301034999999999,0.7223576071428571,28,43,29
4UE,4,153,4.561518,2.136849,576.74426,0.50788615,0.63421225,0.7179402785714286,28,43,29
4UE,4,154,4.047158,2.005392,577.0482,0.54646315,0.601348,0.7182659285714285,28,43,29
4UE,4,155,3.9203954,1.875777,578.74426,0.555970345,0.56894425,0.7200831357142857,28,43,29
4UE,4,156,3.965102,1.9185244,587.72485,0.55261735,0.5796311,0.7297051964285713,28,43,29
4UE,4,157,4.1947126,1.9634514,595.0357,0.5353965549999999,0.59086285,0.73753825,28,43,29
4UE,4,158,4.645272,1.6873903,596.15454,0.5016046,0.5218475749999999,0.7387370071428572,28,42,30
4UE,4,159,6.233123,2.0632932,595.2815,0.382515775,0.6158233,0.7378016071428571,26,44,30
4UE,4,160,5.422384,1.673039,596.0294,0.44332119999999997,0.51825975,0.7386029285714285,27,43,30
4UE,4,161,5.5983424,2.0427263,591.0299,0.43012432,0.610681575,0.7332463214285714,27,43,30
4UE,4,162,5.731367,1.891739,589.51056,0.42014747500000005,0.5729347499999999,0.7316184571428572,27,43,30
4UE,4,163,5.541865,2.1638122,583.9246,0.4343601250000001,0.64095305,0.7256335,27,44,29
4UE,4,164,5.2125244,2.0183234,580.8045,0.45906066999999995,0.60458085,0.7222905357142857,27,43,30
4UE,4,165,4.8234844,2.0302234,579.61755,0.48823867,0.60755585,0.7210188035714286,28,43,29
4UE,4,166,4.8956394,1.9454052,579.2126,0.48282704499999995,0.5863512999999999,0.7205849285714285,28,42,30
4UE,4,167,5.440976,1.9941535,580.4979,0.44192680000000006,0.598538375,0.7219620357142856,27,43,30
4UE,4,168,5.7576194,2.0255845,583.2508,0.41817854499999996,0.606396125,0.7249115714285714,27,43,30
4UE,4,169,5.417804,2.0485487,590.3097,0.4436646999999999,0.612137175,0.7324746785714286,27,43,30
4UE,4,170,5.7654243,2.0610256,589.7611,0.4175931774999999,0.6152563999999999,0.7318868928571429,27,43,30
4UE,4,171,5.880797,2.0229375,588.78766,0.40894022500000005,0.6057343749999999,0.7308439214285714,27,43,30
4UE,4,172,5.2897635,1.8236157,590.08435,0.45326773750000005,0.555903925,0.7322332321428571,27,43,30
4UE,4,173,4.996901,1.8833269,597.1717,0.47523242499999996,0.570831725,0.7398268214285714,27,43,30
4UE,4,174,4.74439,1.8295155,598.42883,0.49417075,0.557378875,0.7411737464285714,28,42,30
4UE,4,175,5.011966,1.8386202,593.7835,0.47410255,0.55965505,0.7361966071428571,28,42,30
4UE,4,176,6.7576466,1.790671,583.6319,0.34317650499999997,0.54766775,0.7253198928571428,26,43,31
4UE,4,177,7.530293,1.7671901,571.6671,0.285228025,0.541797525,0.7125004642857142,25,44,31
